"Year","Category","Nominee(s)","Nominator(s)"
"1934","Peace","Isbel Lady Aberdeen and Temair","Kerstin Hasselgren
 Gerda Mundt
 Signe Swensson"
"1934","Peace","Alejandro Alvarez","Karl Strupp"
"1934","Peace","Sir Ralph Norman Angell Lane"," Lord Allen of Hurtwood"
"1934","Peace","Sir Ralph Norman Angell Lane","F. Seymour Cocks"
"1934","Peace","Hari Mohan Banerjee","S Gupta"
"1934","Peace","Hari Mohan Banerjee","Devadatta Bhandarkar"
"1934","Peace","Michael Blümelhuber","Alfred Verdross-Drossberg
 Othmar Spann"
"1934","Peace"," Prince Carl of Sweden","Georges Ghénov"
"1934","Peace","Étienne Clémentel","Julien Durand"
"1934","Peace","Mariano Hilario Cornejo","Joseph Barthélémy"
"1934","Peace","Mariano Hilario Cornejo","Jacob Ørbæk"
"1934","Peace","Count Richard Nicolas Coudenhove-Kalergi","Kaarel Robert Pusta"
"1934","Peace","Count Richard Nicolas Coudenhove-Kalergi","Carl Brockhausen
 Alfred Verdross-Drossberg"
"1934","Peace","Andreo Cseh","Henri Marie La Fontaine"
"1934","Peace","Adolf Damaschke","Willy Karbitz"
"1934","Peace","Paul Desjardins","Paul Hymans"
"1934","Peace","Paul Desjardins","Edvard Benes"
"1934","Peace","Karl Drexel","Rud. Ranek"
"1934","Peace","Karl Drexel","Oswald Redlich"
"1934","Peace","Hans Adolf Eduard Driesch","Malte Jacobsson"
"1934","Peace","Jean Efremoff","Eugène Borel"
"1934","Peace","Jean Efremoff","Francisco José Urrutia"
"1934","Peace","Jean Efremoff","Michel Kebedgy"
"1934","Peace","Jean Efremoff","Henri Marie La Fontaine"
"1934","Peace","Jean Efremoff"," Spalaikowitch"
"1934","Peace","Rafael Waldemar Erich
 Gustaf Roos","9 members of the Swedish parliament (Westman)"
"1934","Peace","Friedrich Wilhelm Förster","Otfried Nippold"
"1934","Peace","Efisio Giglio-Tos","Vincenzo Casoli"
"1934","Peace","(Albert-Auguste-) Gabriel Hanotaux","Rodolphe Lemieux"
"1934","Peace","Arthur Henderson","Johan Ludwig Mowinckel"
"1934","Peace","Jorge Hernàndez Lillo","Arturo Lois"
"1934","Peace","Hermann Kantorowicz
 Hans Kelsen","Einar Tegen"
"1934","Peace","Hans Kelsen","Fredrik Lagerroth"
"1934","Peace","Hans Kelsen
 Hermann Kantorowicz","Einar Tegen"
"1934","Peace","Mustafa Pascha Kemal","B Veniselos"
"1934","Peace","Carl Albert Lindhagen","Alf Mjøen"
"1934","Peace","Carl Albert Lindhagen"," The Norwegian Labour Party's parliamentary group"
"1934","Peace","Carl Albert Lindhagen","7 members of the Swedish parliament (Elof Lindberg)"
"1934","Peace","Carl Albert Lindhagen","C Bergman"
"1934","Peace","Peter Manniche","Carl Theodor Zahle"
"1934","Peace","Peter Manniche","Jane Addams"
"1934","Peace","John Raleigh Mott","William Ernest Rocking"
"1934","Peace","John Raleigh Mott
  The Academy of International Law (Académie de Droit international de la Haye)","J.H.V. Verzijl"
"1934","Peace","John Raleigh Mott","Walter Simons"
"1934","Peace","John Raleigh Mott","Joseph Chamberlain"
"1934","Peace","John Raleigh Mott","A Anema"
"1934","Peace","John Raleigh Mott","Bernhard Cornelis Johannes Loder"
"1934","Peace","John Raleigh Mott","George Crafton Wilson"
"1934","Peace","John Raleigh Mott","V Rutgers"
"1934","Peace","Peter Rochegune Munch","Émile Borel"
"1934","Peace","George Gilbert Aimé Murray","H Patony
 A Bowman"
"1934","Peace","Fredrik Norman","Rob. Agramante
 A Blanco"
"1934","Peace","Alexander Papanastassiou","A Bacalbassis"
"1934","Peace","Alexander Papanastassiou","C Triantafyllopulos"
"1934","Peace","Alexander Papanastassiou"," The Professors at the Faculty of Law at the University of Athens"
"1934","Peace","Józef Klemens Pilsudski","Professors at the Faculty of Law at the University of Kraków"
"1934","Peace","Charles Robert Richet","Ferdinand Herlin"
"1934","Peace","Charles Robert Richet","Lucien Le Foyer"
"1934","Peace","Charles Robert Richet","Joseph Marie Auguste Caillaux"
"1934","Peace","Gustaf Roos
 Rafael Waldemar Erich","9 members of the Swedish parliament (Westman)"
"1934","Peace","Franklin Delano Roosevelt","Mario Fermin Cabral
 Mig. Roca
 Ed. Soler"
"1934","Peace","Théodore Eugène César Ruyssen","Christian Lous Lange"
"1934","Peace","Walther Adrian Schücking
 James Brown Scott","Hans Wehberg"
"1934","Peace","Albert Schweitzer","Walter Goetz
  Leisegang
  Kohlrausch"
"1934","Peace","James Brown Scott
 Walther Adrian Schücking","Hans Wehberg"
"1934","Peace","James Brown Scott","José Reeves"
"1934","Peace","Gabriel Terra","Abel Perez"
"1934","Peace","Peter Tomaschek","Ernst Nastasi"
"1934","Peace","Moisés Vieites","Pedro Cué y Abreu"
"1934","Peace","Constansis Vigil","Ramon Romero"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Sir Arnold McNair"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","N Kaufmann"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Walther Adrian Schücking"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)
 John Raleigh Mott","J.H.V. Verzijl"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Kurt Schuschnigg"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","P Briët"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","A.F.C. van Sasse van Yoselt"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Baron Albéric Rolin-Jacquemyns"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Henry Barthélémy"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)"," Snerl"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Ladislas Gajzago"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Pearce Higgins"
"1934","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Baron Boris Nolde"
"1934","Peace"," The American Peace Society","Charles Lloyd Jones"
"1934","Peace"," The American Peace Society","Burton French"
"1934","Peace"," The American Peace Society","Charles Eaton"
"1934","Peace"," The American Peace Society","Herbert Wright"
"1934","Peace"," The American Peace Society","Harold Vinacke"
"1934","Peace"," The American Peace Society","W. Reed West"
"1934","Peace"," The American Peace Society","Andrew Montague"
"1934","Peace"," The American Peace Society","Sol Bloom"
"1934","Peace"," The American Peace Society","A. Curtis Wilgus"
"1934","Peace"," Comité international des sciences historiques","Aage Friis"
"1934","Peace"," Disarmament Committee of the Women's International Organizations","Augusta Rosenberg"
"1934","Peace"," Disarmament Committee of the Women's International Organizations","Fritze Theisen"
"1934","Peace"," Disarmament Committee of the Women's International Organizations","Emy Freundlich"
"1934","Peace"," Disarmament Committee of the Women's International Organizations"," Six members of the Hungarian parliament"
"1934","Peace"," Disarmament Committee of the Women's International Organizations","Vera Eklund"
"1934","Peace"," Disarmament Committee of the Women's International Organizations","Maria Hjelmer
 Helga Larsen"
"1934","Peace"," Disarmament Committee of the Women's International Organizations","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood"
"1934","Peace"," The International Country College in Helsingør","Carl Theodor Zahle"
"1934","Peace"," International Law Association"," Lord Sankey"
"1934","Peace"," The Inter-Parliamentary Union"," The Council of the Danish Inter-Parliamentary Group (Thorvald Stauning)"
"1935","Peace","Ishbel Hamilton-Gordon (Marchioness of Aberdeen and Temair)
  The International Council of Women","Gerda Mundt
 Signe Swensson"
"1935","Peace","Ishbel Hamilton-Gordon (Marchioness of Aberdeen and Temair)","R Hannay"
"1935","Peace","Miguel Angel Aranjo","Martinez Suarez
 Anieta Rossi 
 Azúcar Chavez"
"1935","Peace","Miguel Angel Aranjo"," Members of the Salvadoran parliament"
"1935","Peace","Julie Bikle","Otto Pfister"
"1935","Peace","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood","Sir Ralph Norman Angell Lane"
"1935","Peace","Edgar Algernon Robert Gascoyne Viscount Cecil of Chelwood","Austen Chamberlain"
"1935","Peace","Samuel Harden Church","Twing Brooks"
"1935","Peace","Étienne Clémentel","G Theunis"
"1935","Peace","Mariano Hilario Cornejo","Joseph Barthélémy"
"1935","Peace","Mariano Hilario Cornejo","Jacob Ørbæk"
"1935","Peace","Count Richard Nicolas Coudenhove-Kalergi","Kurt Schuschnigg"
"1935","Peace","Count Richard Nicolas Coudenhove-Kalergi","Alfred Verdross-Drossberg"
"1935","Peace","Adolf Damaschke"," Members of the Gdánsk legislative assembly"
"1935","Peace","Adolf Damaschke","Willy Karbitz"
"1935","Peace","I.A. Davidson","J Desgranges"
"1935","Peace","Jean Efremoff","Fernand Merlin"
"1935","Peace","Jean Efremoff"," Grandmaison"
"1935","Peace","Jean Efremoff","Francisco José Urrutia"
"1935","Peace","Jean Efremoff","Georges de Lukacz"
"1935","Peace","Jean Efremoff","Michel Kebedgy"
"1935","Peace","Jean Efremoff","Henri Marie La Fontaine"
"1935","Peace","Alfred Edward Evershed","H.J.M. Payne"
"1935","Peace","Justin Godart","Georges Scelle
 Hans Wehberg
 Guglielmo Ferrero"
"1935","Peace","Julien Hersant","Henri Marie La Fontaine"
"1935","Peace","Julien Hersant","Louis Martin"
"1935","Peace","Friedrich Heinrich Christoph Küster
 Carl von Ossietzky","Ludwig Quidde"
"1935","Peace","Carlos Saavedra Lamas","Leopoldo Melo"
"1935","Peace","Carlos Saavedra Lamas","F.L. de la Barra"
"1935","Peace","Carlos Saavedra Lamas","Benjamin Vogt"
"1935","Peace","Carlos Saavedra Lamas","Ernesto Restelli"
"1935","Peace","Carl Albert Lindhagen"," The Norwegian Labour Party's parliamentary group (Johan Nygaardsvold)"
"1935","Peace","Carl Albert Lindhagen","6 members of the Swedish parliament (Asplund)"
"1935","Peace","Afranio de Mello Franco","Damiao Peres"
"1935","Peace","Afranio de Mello Franco","José Caeiro da Motta"
"1935","Peace","Afranio de Mello Franco","N Titulescu"
"1935","Peace","Afranio de Mello Franco","Sun Fo"
"1935","Peace","Afranio de Mello Franco","A Anema"
"1935","Peace","Afranio de Mello Franco","Giuseppe Motta"
"1935","Peace","Afranio de Mello Franco","Antonio Sirven de Bustamante"
"1935","Peace","Afranio de Mello Franco","Pablo Desvernine"
"1935","Peace","Afranio de Mello Franco","Sir Paul Latham"
"1935","Peace","Afranio de Mello Franco","Bufete Dolz"
"1935","Peace","Afranio de Mello Franco"," The Chilean government"
"1935","Peace","Afranio de Mello Franco","Sir Robert Horne"
"1935","Peace","Afranio de Mello Franco","Elihu Root"
"1935","Peace","Afranio de Mello Franco","Carlos Manuel de Cespedes"
"1935","Peace","Afranio de Mello Franco","Sir Thomas Barclay"
"1935","Peace","Afranio de Mello Franco","Carel Daniel Asser jr."
"1935","Peace","Afranio de Mello Franco","Juan José de Arteaga"
"1935","Peace","Afranio de Mello Franco","Miguel Cruchaga"
"1935","Peace","Afranio de Mello Franco"," The Mexican Senate"
"1935","Peace","Afranio de Mello Franco"," The Mexican government"
"1935","Peace","Afranio de Mello Franco","Cosme de la Torriente"
"1935","Peace","Afranio de Mello Franco","Georges Dumas"
"1935","Peace","Afranio de Mello Franco","Sir Cecil Hurst"
"1935","Peace","Afranio de Mello Franco","Charles de Visscher"
"1935","Peace","Afranio de Mello Franco"," Lord Glentanar"
"1935","Peace","Afranio de Mello Franco"," Lord Reading"
"1935","Peace","Afranio de Mello Franco"," The Cuban government"
"1935","Peace","Afranio de Mello Franco","R. Urdaneta Arbeites"
"1935","Peace","Afranio de Mello Franco"," The Ecuadoran government"
"1935","Peace","Afranio de Mello Franco"," Members of the Ecuadorian Senate"
"1935","Peace","Afranio de Mello Franco"," Members of the Uruguayan Senate"
"1935","Peace","Afranio de Mello Franco"," Members of the Mexican parliament"
"1935","Peace","Afranio de Mello Franco"," Members of the Brazilian parliament"
"1935","Peace","Afranio de Mello Franco"," Members of the Portugese government"
"1935","Peace","Afranio de Mello Franco","3 Venezuelan members of the Permanent Court of Arbitration"
"1935","Peace","Afranio de Mello Franco","Bernhard Cornelis Johannes Loder"
"1935","Peace","Afranio de Mello Franco"," The Peruvian Congress"
"1935","Peace","Afranio de Mello Franco"," The Chilean parliament"
"1935","Peace","Afranio de Mello Franco"," The Duke of Sutherland"
"1935","Peace","Afranio de Mello Franco","I Kosters"
"1935","Peace","Afranio de Mello Franco"," Lord Lonsdale"
"1935","Peace","Afranio de Mello Franco"," Lord Hardinge of Penhurst"
"1935","Peace","Afranio de Mello Franco","Carlos Concha"
"1935","Peace","Louis de Mey","Achille von Acker"
"1935","Peace","Janet Miller","David Terry"
"1935","Peace","Janet Miller","H Bachman"
"1935","Peace","Janet Miller","Kenneth McKellar"
"1935","Peace","Prince Arfa Mirza Rhiza Khan","Ferdinand Kogler"
"1935","Peace","Benito Amilcare Andrea Mussolini","Gilbert Gidel"
"1935","Peace","Benito Amilcare Andrea Mussolini","Professors at the Faculty of Law at Giessen University"
"1935","Peace","Carl von Ossietzky","Harold Joseph Laski"
"1935","Peace","Carl von Ossietzky","Helene Stöcker"
"1935","Peace","Carl von Ossietzky
 Friedrich Heinrich Christoph Küster","Ludwig Quidde"
"1935","Peace","Carl von Ossietzky","Hellmut von Gerlach"
"1935","Peace","Carl von Ossietzky","V Scherer"
"1935","Peace","Carl von Ossietzky","Jane Addams"
"1935","Peace","Alexander Papanastassiou","Professors at the Faculty of Law at the University of Athens"
"1935","Peace","Alexander Papanastassiou","N Nilsson"
"1935","Peace","Charles Robert Richet","Lucien Le Foyer"
"1935","Peace","Nicholas Roerich","Sol Bloom"
"1935","Peace","Nicholas Roerich","Henry Pratt Fairchild"
"1935","Peace","Albert Schweitzer","Professors at several Austrian universities"
"1935","Peace","Albert Schweitzer","Professors at the University of Zurich"
"1935","Peace","Albert Schweitzer","Hans Töndury"
"1935","Peace","Albert Schweitzer","A Stein"
"1935","Peace","James Brown Scott","Hans Wehberg"
"1935","Peace","Karl Strupp","Carel Daniel Asser jr."
"1935","Peace","Peter Tomaschek","Ernst Nastasi"
"1935","Peace","Efisio Giglio-Tos","Vincenzo Casoli"
"1935","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Baron Albéric Rolin-Jacquemyns"
"1935","Peace"," The Permanent International Peace Bureau","Helene Stöcker"
"1935","Peace"," Comité international des sciences historiques","Aage Friis"
"1935","Peace"," The International Council of Women
 Ishbel Hamilton-Gordon (Marchioness of Aberdeen and Temair)","Gerda Mundt"
"1935","Peace"," International Law Association"," Lord Atkin"
"1935","Peace"," Union des Associations pour la Société des Nations","Carl Theodor Zahle"
"1935","Peace"," Union des Associations pour la Société des Nations","Émile Borel"
"1935","Peace"," Union des Associations pour la Société des Nations","Henri Rolin"
"1935","Peace"," The Inter-Parliamentary Union"," The Council of the Danish Inter-Parliamentary Group (Thorvald Stauning)"
"1936","Peace","Ishbel Hamilton-Gordon (Marchioness of Aberdeen and Temair)","Signe Swensson"
"1936","Peace","Hari Mohan Banerjee","Devadatta Bhandarkar"
"1936","Peace","Hari Mohan Banerjee","S Gupta"
"1936","Peace","Julie Bikle","Otto Pfister"
"1936","Peace","Henri Bonnet","Michael Hansson"
"1936","Peace"," Prince Carl of Sweden","Eyvind Getz
 Gunnuf Jacobsen Eiesland"
"1936","Peace"," Prince Carl of Sweden","Bernhard Eriksson"
"1936","Peace"," Prince Carl of Sweden","T Lundell"
"1936","Peace"," Prince Carl of Sweden","56 members of the Swedish parliament"
"1936","Peace"," Prince Carl of Sweden","Ivar Andersson"
"1936","Peace"," Prince Carl of Sweden","5 members of the Swedish parliament."
"1936","Peace"," Prince Carl of Sweden","Max Huber"
"1936","Peace"," Prince Carl of Sweden","Maurice Lippens"
"1936","Peace"," Prince Carl of Sweden","Georges Ghénov"
"1936","Peace","Samuel Harden Church","Twing Brooks"
"1936","Peace","Mariano Hilario Cornejo","Jacob Ørbæk"
"1936","Peace","Mariano Hilario Cornejo","Joseph Barthélémy"
"1936","Peace","Francesco Cosentini","Antonio Sirven de Bustamante"
"1936","Peace","Francesco Cosentini","Roscoe Pound
 Manley Ottmer Hudson"
"1936","Peace","Francesco Cosentini","J Péritch"
"1936","Peace","Baron Pierre de Coubertin","Jigoro Kano"
"1936","Peace","Baron Pierre de Coubertin","Jules de Muzsa"
"1936","Peace","Baron Pierre de Coubertin","Count Géza Andrassy"
"1936","Peace","Baron Pierre de Coubertin","P Thaon di Revel"
"1936","Peace","Baron Pierre de Coubertin","F Piétri"
"1936","Peace","Jean Efremoff","Fernand Merlin"
"1936","Peace","Jean Efremoff","Francisco José Urrutia"
"1936","Peace","Cairoli Gigliotti","Edward Lee"
"1936","Peace","Justin Godart","Georges Scelle"
"1936","Peace","Justin Godart","Georges Scelle"
"1936","Peace","Sir Samuel John Gurney Hoare
 Pierre Laval","Marc Réglade"
"1936","Peace","Cordell Hull","Gerald Nye"
"1936","Peace","Cordell Hull","Roland Morris"
"1936","Peace","Cordell Hull","Dewitt Clinton Poole"
"1936","Peace","Cordell Hull","Edward Costigan"
"1936","Peace","Cordell Hull","P Wertenbaker"
"1936","Peace","Hans Kelsen","Einar Tegen
 Fredrik Lagerroth"
"1936","Peace","Carlos Saavedra Lamas","Anthony J. Drexel Biddle"
"1936","Peace","Carlos Saavedra Lamas","Leopoldo Melo"
"1936","Peace","Carlos Saavedra Lamas","Vicente Cantos"
"1936","Peace","Carlos Saavedra Lamas","Benjamin Vogt"
"1936","Peace","Carlos Saavedra Lamas","Sven Tunberg"
"1936","Peace","Carlos Saavedra Lamas","Adrian Escobar"
"1936","Peace","Carlos Saavedra Lamas","Ernesto Rostelli"
"1936","Peace","Pierre Laval","Joseph Barthélémy"
"1936","Peace","Pierre Laval
 Sir Samuel John Gurney Hoare","Marc Réglade"
"1936","Peace","Carl Albert Lindhagen","C Asplund"
"1936","Peace","Carl Albert Lindhagen","32 members of the Swedish parliament"
"1936","Peace","Arthur MacDonald","John Gibson"
"1936","Peace","Salvador de Madariaga y Rojo","Peter Rochegune Munch"
"1936","Peace","Tomás Garrigue Masaryk","Several Czechoslovakian professors"
"1936","Peace","Tomás Garrigue Masaryk","Henriette Wurmová"
"1936","Peace","Moina Michael","John Wilson"
"1936","Peace","Moina Michael","Cullen Gosnell"
"1936","Peace","René Millet"," Molinié
  Tasso
  Reynaldy"
"1936","Peace","René Millet","Eugène Pierre"
"1936","Peace","Prince Arfa Mirza Rhiza Khan","Ferdinand Kogler"
"1936","Peace","John Bassett Moore","Edwin Borchard"
"1936","Peace","John Alfred Morehead","Per Pehrsson"
"1936","Peace","John Alfred Morehead","S Björksten"
"1936","Peace","John Alfred Morehead","Herbert Clark Hoover"
"1936","Peace","John Alfred Morehead","Herluf Zahle"
"1936","Peace","Carl von Ossietzky","100 members of the French parliament"
"1936","Peace","Carl von Ossietzky","W Bonger"
"1936","Peace","Carl von Ossietzky","André Philip"
"1936","Peace","Carl von Ossietzky","63 French senators and members of the national assembly"
"1936","Peace","Carl von Ossietzky","11 members of the French parliament"
"1936","Peace","Carl von Ossietzky","16 members of the Czechoslovakian Senate"
"1936","Peace","Carl von Ossietzky","30 members of the Czechoslovakian parliament"
"1936","Peace","Carl von Ossietzky","22 members of the Dutch parliament (Willem Drees)"
"1936","Peace","Carl von Ossietzky","19 members of the Czechoslovakian Senate"
"1936","Peace","Carl von Ossietzky","A Bachelet"
"1936","Peace","Carl von Ossietzky","Franz Boas"
"1936","Peace","Carl von Ossietzky","L Monjauvis"
"1936","Peace","Carl von Ossietzky","August Egger"
"1936","Peace","Carl von Ossietzky","Leo Polak"
"1936","Peace","Carl von Ossietzky","Marie Jurneckova-Vorlova"
"1936","Peace","Carl von Ossietzky","Sir Arthur Salter"
"1936","Peace","Carl von Ossietzky","Heinrich Hanselmann"
"1936","Peace","Carl von Ossietzky","Anton Schäfer"
"1936","Peace","Carl von Ossietzky","Frantisek Soukup"
"1936","Peace","Carl von Ossietzky","D Wynkoop"
"1936","Peace","Carl von Ossietzky","Louis Gustave Jean Marie de Brouckère"
"1936","Peace","Carl von Ossietzky","Augusta Rosenberg"
"1936","Peace","Carl von Ossietzky","I Brierly"
"1936","Peace","Carl von Ossietzky","Sir Alfred Zimmern"
"1936","Peace","Carl von Ossietzky","Johan Jonsson"
"1936","Peace","Carl von Ossietzky","K Kilbom"
"1936","Peace","Carl von Ossietzky","Aksel Larsen"
"1936","Peace","Carl von Ossietzky","Pierre Cot
 L Meysmans"
"1936","Peace","Carl von Ossietzky","Camille Huysmans"
"1936","Peace","Carl von Ossietzky","James Maxton"
"1936","Peace","Carl von Ossietzky","Anna Tumarkin"
"1936","Peace","Carl von Ossietzky","Hans Nabholz"
"1936","Peace","Carl von Ossietzky","Charles Heller"
"1936","Peace","Carl von Ossietzky"," Daudin"
"1936","Peace","Carl von Ossietzky","Fritz Marbach"
"1936","Peace","Carl von Ossietzky","Victor Basch"
"1936","Peace","Carl von Ossietzky","Henri de Man"
"1936","Peace","Carl von Ossietzky","Hugo Sinzheimer"
"1936","Peace","Carl von Ossietzky","Dennis Nowell Pritt"
"1936","Peace","Carl von Ossietzky","Henri Lévy-Bruhl"
"1936","Peace","Carl von Ossietzky","Edouard Claparède"
"1936","Peace","Carl von Ossietzky","Arthur Baumgarten"
"1936","Peace","Carl von Ossietzky","E Grossmann"
"1936","Peace","Carl von Ossietzky","F Mangold"
"1936","Peace","Carl von Ossietzky","Levy Bruhl"
"1936","Peace","Carl von Ossietzky","Fritz Medicus"
"1936","Peace","Carl von Ossietzky","Harald Schjelderup"
"1936","Peace","Carl von Ossietzky","Jørgen Jørgensen"
"1936","Peace","Carl von Ossietzky","Zdenek Nejedly"
"1936","Peace","Carl von Ossietzky","George Connes"
"1936","Peace","Carl von Ossietzky","D. van Embden"
"1936","Peace","Carl von Ossietzky","H Hoetink"
"1936","Peace","Carl von Ossietzky"," Frijda"
"1936","Peace","Carl von Ossietzky","Edmond Esmonin"
"1936","Peace","Carl von Ossietzky","Caroline Playne"
"1936","Peace","Carl von Ossietzky","Hans Oprecht"
"1936","Peace","Carl von Ossietzky","Piet Valkhoff"
"1936","Peace","Carl von Ossietzky","G Bonnard"
"1936","Peace","Carl von Ossietzky","Marius Moutet"
"1936","Peace","Carl von Ossietzky","William Rappard"
"1936","Peace","Carl von Ossietzky","Samuel Steinhertz"
"1936","Peace","Carl von Ossietzky","Jonas Fränkel"
"1936","Peace","Carl von Ossietzky","Philipp Frank"
"1936","Peace","Carl von Ossietzky","Léon Brunschvicg"
"1936","Peace","Carl von Ossietzky","Gaston Bachelard"
"1936","Peace","Carl von Ossietzky","Harold Joseph Laski"
"1936","Peace","Carl von Ossietzky","Geneviève Bianquis"
"1936","Peace","Carl von Ossietzky","Moritz Winternitz"
"1936","Peace","Carl von Ossietzky","Marius Valkhoff"
"1936","Peace","Carl von Ossietzky","Henri Sée"
"1936","Peace","Carl von Ossietzky","William Hull"
"1936","Peace","Carl von Ossietzky","Eugène Frot"
"1936","Peace","Carl von Ossietzky","Emmanuel Lévy"
"1936","Peace","Carl von Ossietzky","Maurice Violette"
"1936","Peace","Carl von Ossietzky","Paul Ramadieu"
"1936","Peace","Carl von Ossietzky","Sverre Støstad
 Børge Olsen-Hagen "
"1936","Peace","Carl von Ossietzky","Alfons Goldschmidt"
"1936","Peace","Carl von Ossietzky","W.C.B. Pothuis (née Smith)"
"1936","Peace","Carl von Ossietzky","M Bodenmann
 R Müller"
"1936","Peace","Carl von Ossietzky","Roger Picard"
"1936","Peace","Carl von Ossietzky","M Mendels"
"1936","Peace","Carl von Ossietzky","Guglielmo Ferrero"
"1936","Peace","Carl von Ossietzky","125 members of the Swiss parliament"
"1936","Peace","Carl von Ossietzky","Helene Stöcker"
"1936","Peace","Carl von Ossietzky","J.B. Th Hugenholtz"
"1936","Peace","Carl von Ossietzky","Robert Klein"
"1936","Peace","Alexander Papanastassiou","N Nilsson"
"1936","Peace","Alfred Ploetz","Erling Bjørnson"
"1936","Peace","Max Reinhardt","Sir Alfred Butt"
"1936","Peace","Max Reinhardt","Johann Plesch"
"1936","Peace","Gustaf Roos","J Bergman"
"1936","Peace","Théodore Eugène César Ruyssen","Émile Borel"
"1936","Peace","Albert Schweitzer","9 Professors of History, Law and Philosophy at the University of Strasbourg"
"1936","Peace","Albert Schweitzer","Werner Näf
 H Tönderveg"
"1936","Peace","Albert Schweitzer","11 professors and senior lecturers at the University of California"
"1936","Peace","Albert Schweitzer","Norman Smith"
"1936","Peace","Albert Schweitzer","Oswald Redlich"
"1936","Peace","Albert Schweitzer","H.A.M. von Asch von Wijck"
"1936","Peace","Irma Schweitzer","N Nilsson"
"1936","Peace","James Brown Scott","Hans Wehberg"
"1936","Peace","Peter Tomaschek","Ernst Nastasi"
"1936","Peace","Rafael Leónidas Trujillo Molina
 Stenio Joseph Vincent"," Joint writing from various persons entitled to nominate"
"1936","Peace","Rafael Leónidas Trujillo Molina
 Stenio Joseph Vincent","Yves de la Brière"
"1936","Peace","Rafael Leónidas Trujillo Molina
 Stenio Joseph Vincent","Max Henriquez-Urena"
"1936","Peace","Rafael Leónidas Trujillo Molina
 Stenio Joseph Vincent","10 Professors of Law at University of Santo Domingo"
"1936","Peace","Rafael Leónidas Trujillo Molina
 Stenio Joseph Vincent","4 Professors of Law at the Gregorian University of Rome"
"1936","Peace","Rafael Leónidas Trujillo Molina
 Stenio Joseph Vincent","M. Garcia Mella"
"1936","Peace","Rafael Leónidas Trujillo Molina
 Stenio Joseph Vincent","Leonardo Arguello"
"1936","Peace","Stenio Joseph Vincent
 Rafael Leónidas Trujillo Molina","Joint letter from various persons entitled to nominate"
"1936","Peace","Stenio Joseph Vincent
 Rafael Leónidas Trujillo Molina","Yves de la Brière"
"1936","Peace","Stenio Joseph Vincent
 Rafael Leónidas Trujillo Molina","Max Henriquez-Urena"
"1936","Peace","Stenio Joseph Vincent
 Rafael Leónidas Trujillo Molina","10 Professors of Law at University of Santo Domingo"
"1936","Peace","Stenio Joseph Vincent
 Rafael Leónidas Trujillo Molina","4 Professors of Law at the Gregorian University of Rome"
"1936","Peace","Stenio Joseph Vincent
 Rafael Leónidas Trujillo Molina","M. Garcia Mella"
"1936","Peace","Stenio Joseph Vincent
 Rafael Leónidas Trujillo Molina","Leonardo Arguello"
"1936","Peace"," The Academy of International Law (Académie de Droit international de la Haye)","Nikolaos Sokrates Politis"
"1936","Peace"," Comité international des sciences historiques","James Thomson Shotwell"
"1936","Peace"," Comité international des sciences historiques","Aage Friis"
"1936","Peace"," The High Commission for Refugees
  The Nansen International Office for Refugees","Halvdan Koht"
"1936","Peace"," The International Institute for Intellectual Cooperation","Michael Hansson"
"1936","Peace"," International Law Association"," Lord Atkin"
"1936","Peace"," Society of Friends (Quakers)","Emil Goldmann"
"1936","Peace"," Society of Friends (Quakers)","Nils Lavik
 Jakob Lothe"
"1936","Peace"," Society of Friends (Quakers)","V Rutgers"
"1936","Peace"," Society of Friends (Quakers)","F Weiss"
"1936","Peace"," Union des Associations pour la Société des Nations","B Cherrington"
"1936","Peace"," Union des Associations pour la Société des Nations","M Feldman"
"1936","Peace"," Union des Associations pour la Société des Nations","Émile Borel"
"1936","Peace"," Union des Associations pour la Société des Nations","E Bovet"
"1936","Peace"," Union des Associations pour la Société des Nations","Manley Ottmer Hudson"
"1936","Peace"," Union des Associations pour la Société des Nations","Heber Harper"
"1936","Peace"," Union des Associations pour la Société des Nations","Clyde Eagleton"
"1936","Peace"," The Nansen International Office for Refugees
  The High Commission for Refugees","Halvdan Koht"
"1936","Peace"," Union des Associations pour la Société des Nations","Quincy Wright"
"1937","Peace","Ishbel Hamilton-Gordon (Marchioness of Aberdeen and Temair)","Kerstin Hesselgren"
"1937","Peace","Prince Arfa Mirza Rhiza Khan","Ferdinand Kogler"
